zipcode,town,violentcrime_quintile,education_percentile_quintile,education_percentile,max_rent_0br,max_rent_1br,max_rent_2br,max_rent_3br,max_rent_4br,max_rent_5br,max_rent_6br,town_website_description,town_link,wikipedia,wikipedia_link,street,school,town_square,open_space_or_landmark
2163,BOSTON,1,5,23,2297,2547,3098,3888,4179,4808,5537,"The neighborhood of Allston, located in northwest Boston, was once home to stockyards and rail yards, but today's Allston is a bustling residential and commercial mix. Leafy side streets lined with wooden triple-decker houses are home to a diverse community, including longtime residents, students from nearby Boston University and Harvard, recent immigrants, and young professionals. The Charles River and Paul Dudley White Bicycle Path border the neighborhood to the north and east, offering recreational opportunities like canoeing, running, and biking.",http://www.bostonplans.org/neighborhoods/allston-brighton/at-a-glance,,https://en.wikipedia.org/wiki/Allston,https://en.wikipedia.org/wiki/Allston#/media/File:Harvard_Avenue_Historic_District_Boston_MA.jpg,,https://en.wikipedia.org/wiki/Allston#/media/File:Packardscorner.jpg,https://en.wikipedia.org/wiki/Harvard_Stadium#/media/File:Harvard_Stadium_-_2006_1.jpg
2025,COHASSET,2,1,90,1547,1707,2078,2608,2799,3221,3712,"The Town of Cohasset is located in Norfolk County approximately 20 miles south of Boston. Bounded by the Towns of Hull to the northwest, Hingham to the west, and Scituate to the south and southeast, Cohasset lies on the coast with the Atlantic Ocean to the north and northeast. Chief Justice Cushing Highway (Route 3A), the only arterial road, bisects the Town. Route 228 provides access through Hingham to Route 3, the major regional highway in the area. The MBTA Bus system services the bordering town of Hingham. The MBTA's commuter rail Greenbush Line has a Cohasset station off Route 3A, just east of a cemetery. The Town's physical coastal character consists of rocky shores and shoals, numerous coves, and protected harbors.",https://www.cohassetma.org/DocumentCenter/View/236/Master-Plan---Open-Space-and-Recreation-Plan-PDF?bidId=,,"https://en.wikipedia.org/wiki/Cohasset,_Massachusetts","https://commons.wikimedia.org/wiki/File:South_Main_Street,_Cohasset_MA.jpg",https://spinnakernews.org/721/features/new-teacher-interview-mr-turner/,https://www.maxpixel.net/Cohasset-Massachusetts-Beach-Kayaks-1238872,https://commons.wikimedia.org/wiki/File:Cohasset_common
2032,EAST WALPOLE,,2,75,1447,1597,1938,2438,2609,3002,3461,"Walpole is a town in Norfolk County, Massachusetts, and is located about 13 miles south of Downtown Boston. Walpole has many parks and athletic fields, which are mostly active during the spring and summer months due to the cold winter climate of Walpole and the surrounding area. Francis William Bird Park is located in Walpole. It is an 89-acre (360,000 m2) landscaped park, owned and maintained by The Trustees of Reservations. Over three miles (5 km) of walking and biking paths wind through the park, traversing streams across old granite bridges and passing through rolling, grassy meadows punctuated with mature shade trees, tree groves, and ponds. Commuter rail service from Boston's South Station is provided by the MBTA with the Walpole and Plimptonville stops on its Franklin Line.The 34E bus route also runs through Walpole, terminating in the center of town. Walpole is bordered by: Dover to the North, Westwood, Canton and Norwood to the Northeast, Sharon to the East, Foxboro to the South, Norfolk and Medfield to the West.",https://www.walpole-ma.gov/,,"https://en.wikipedia.org/wiki/Walpole,_Massachusetts#Demographics","https://commons.wikimedia.org/wiki/File:Main_Street_looking_south,_Walpole_MA.jpg",http://walpolebs.ss5.sharpschool.com/home,"https://commons.wikimedia.org/wiki/File:Walpole_Union_Station,_Walpole_MA.jpg",https://commons.wikimedia.org/wiki/File:LieutLewis.jpg
2019,BELLINGHAM,3,3,48,1467,1607,1958,2458,2639,3037,3500,,,,,,,,
2532,BUZZARDS BAY,,4,42,1017,1127,1378,1738,1869,2151,2482,,,,,,,,
2333,EAST BRIDGEWATER,2,2,60,,,,,,,,,,,,,,,
2375,EASTON,,2,64,977,967,1288,1868,1919,2209,2548,,,,,,,,
2720,FALL RIVER,5,5,31,587,647,758,958,1129,1300,1504,,,,,,,,
2721,FALL RIVER,5,5,31,567,617,728,918,1089,1254,1451,,,,,,,,
2723,FALL RIVER,5,5,31,567,617,728,918,1089,1254,1451,,,,,,,,
2343,HOLBROOK,2,3,58,1277,1397,1698,2138,2279,2623,3024,,,,,,,,
1904,LYNN,5,4,36,1357,1487,1808,2278,2429,2795,3223,,,,,,,,
1754,MAYNARD,4,3,48,1217,1337,1618,2038,2179,2508,2892,,,,,,,,
2346,MIDDLEBOROUGH,4,5,29,1130,1255,1535,1935,2083,2397,2765,,,,,,,,
2740,NEW BEDFORD,5,5,22,627,617,738,938,989,1139,1318,,,,,,,,
1951,NEWBURY,2,3,56,1447,1597,1938,2438,2609,3002,3461,,,,,,,,
2766,NORTON,1,3,58,847,997,1278,1608,1759,2025,2337,,,,,,,,
1966,ROCKPORT,2,3,52,1117,1227,1488,1868,1999,2301,2654,,,,,,,,
1969,ROWLEY,2,3,56,1637,1807,2198,2758,2959,3405,3924,,,,,,,,
2382,WHITMAN,3,3,46,887,957,1248,1578,1829,2105,2429,,,,,,,,
2356,,,,,,,,,,,,,,,,,,,
1860,,,,,,,,,,,,,,,,,,,
2764,,,,,,,,,,,,,,,,,,,
1879,,,,,,,,,,,,,,,,,,,
1718,ACTON,,1,,,,,,,,,"Acton is a town in Middlesex County, Massachusetts, United States, approximately twenty-one miles west-northwest of Boston along Route 2 west of Concord and about ten miles southwest of Lowell. The MBTA Commuter Rail Fitchburg Line train stops at the South Acton station. South Acton is a major station on the line at which many trains terminate. Besides the urban stops at Cambridge (Porter Square) and Boston (North Station Terminal), it is the only station on the line at which all trains stop. Railroad service provided to Fitchburg, Leominster, Shirley, Ayer, Littleton, Concord, Lincoln, Weston, Waltham, Belmont, Cambridge, and Boston. Yankee Lines provides a commuter bus service to Copley Square in Boston from the intersection of Routes 2A and 119 in Acton. Acton was named the 11th Best Place To Live among small towns in the country by Money Magazine in 2015, and the 16th best in 2009 and in 2011. The local high school, Acton-Boxborough Regional High School, was named a Blue Ribbon School by the U.S. Department of Education in 2009. In 2012, U.S. News & World Report ranked Acton-Boxborough #3 among open enrollment high schools and #7 overall for STEM education in the United States.",https://www.acton-ma.gov/,"Acton is a town in Middlesex County, Massachusetts, United States, approximately twenty-one miles west-northwest of Boston along Route 2 west of Concord and about ten miles southwest of Lowell. The MBTA Commuter Rail Fitchburg Line train stops at the South Acton station. South Acton is a major station on the line at which many trains terminate. Besides the urban stops at Cambridge (Porter Square) and Boston (North Station Terminal), it is the only station on the line at which all trains stop. Railroad service provided to Fitchburg, Leominster, Shirley, Ayer, Littleton, Concord, Lincoln, Weston, Waltham, Belmont, Cambridge, and Boston. Yankee Lines provides a commuter bus service to Copley Square in Boston from the intersection of Routes 2A and 119 in Acton. Acton was named the 11th Best Place To Live among small towns in the country by Money Magazine in 2015, and the 16th best in 2009 and in 2011. The local high school, Acton-Boxborough Regional High School, was named a Blue Ribbon School by the U.S. Department of Education in 2009. In 2012, U.S. News & World Report ranked Acton-Boxborough #3 among open enrollment high schools and #7 overall for STEM education in the United States.","https://en.wikipedia.org/wiki/Acton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Main_Street,_South_Acton_MA.jpg",https://en.wikipedia.org/wiki/Acton-Boxborough_Regional_High_School,"https://commons.wikimedia.org/wiki/File:MA_Route_111_eastbound,_West_Acton_MA.jpg",https://www.acton-ma.gov/304/Recreation
1741,CARLISLE,1,1,99,1587,1767,2158,2718,2929,3370,3884,"The Town of Carlisle is a predominantly residential community located approximately 22 miles northwest of Boston. Once called _city of the woods' by Henry David Thoreau, Carlisle is still a rural community with over 30% of the land permanently protected open space. Carlisle residents enjoy the rural charm of a New England farming community with winding roads weaving past stone walls, fields farmed for generations, and unspoiled woods. The visual characteristics, combined with its geographical location and the commitment of its residents to providing a quality education for Carlisle children, make this community highly desirable.",https://www.carlislema.gov/,"Carlisle is a town located in Middlesex County, Massachusetts, United States - northwest of Boston. As of the 2010 U.S. Census, the town had a population of 4,852. Carlisle contains a library, a country store, a book store, a dentist's office, and many residential buildings.","https://en.wikipedia.org/wiki/Carlisle,_Massachusetts",https://www.flickr.com/photos/masstravel/15817198603,"https://commons.wikimedia.org/wiki/File:The_Beede_Center,_Concord-Carlisle_High_School,_Concord_MA.jpg",,https://commons.wikimedia.org/wiki/File:Carlisle_MA_Gleason_Library.jpg
2338,HALIFAX,2,2,73,1387,1507,1968,2478,2889,3324,3831,"Halifax is approximately 12 miles west of Plymouth, 13 miles southeast of Brockton, and 33 miles south-southeast of Boston. Halifax is a member of the Silver Lake Regional School District, along with Plympton and Kingston. The three towns operate their own elementary schools, with middle school students attending Silver Lake Regional Middle School and high school students attending Silver Lake Regional High School, both of which are in Kingston. Halifax Elementary School is located between the library and fire station in the town center, and serves students from kindergarten through sixth grade. The two major routes through town are Routes 58 and 106.The Kingston-Route 3 Line of the MBTA's commuter rail service passes through the northeastern corner of town, with a station just west of Route 36. The route provides service between nearby Kingston and Plymouth and South Station in Boston.",http://www.town.halifax.ma.us/Pages/index,"Halifax is approximately 12 miles west of Plymouth, 13 miles southeast of Brockton, and 33 miles south-southeast of Boston. Halifax is a member of the Silver Lake Regional School District, along with Plympton and Kingston. The three towns operate their own elementary schools, with middle school students attending Silver Lake Regional Middle School and high school students attending Silver Lake Regional High School, both of which are in Kingston. Halifax Elementary School is located between the library and fire station in the town center, and serves students from kindergarten through sixth grade. The two major routes through town are Routes 58 and 106.The Kingston-Route 3 Line of the MBTA's commuter rail service passes through the northeastern corner of town, with a station just west of Route 36. The route provides service between nearby Kingston and Plymouth and South Station in Boston.","https://en.wikipedia.org/wiki/Halifax,_Massachusetts",https://commons.wikimedia.org/wiki/File:MA_Route_36_southbound_entering_Halifax_MA.jpg,,"https://commons.wikimedia.org/wiki/File:Halifax_MBTA_station,_Halifax_MA.jpg",
1745,FAYVILLE,1,1,,,,,,,,,"in 2009. The MBTA Commuter Rail's Framingham/Worcester Line train stops at Southborough Station, which opened to commuters on June 22, 2002. The station is located in the Cordaville neighborhood, on Route 85 near the border with Hopkinton. As of October 2007, ten daily round-trip trains provide service to Boston via the Back Bay and South Station terminals. Interstate 495 and the Massachusetts Turnpike (Interstate 90) both pass through Southborough, although neither have interchanges within town limits.",https://www.southboroughtown.com/,"in 2009. The MBTA Commuter Rail's Framingham/Worcester Line train stops at Southborough Station, which opened to commuters on June 22, 2002. The station is located in the Cordaville neighborhood, on Route 85 near the border with Hopkinton. As of October 2007, ten daily round-trip trains provide service to Boston via the Back Bay and South Station terminals. Interstate 495 and the Massachusetts Turnpike (Interstate 90) both pass through Southborough, although neither have interchanges within town limits.","https://en.wikipedia.org/wiki/Southborough,_Massachusetts#Education","https://commons.wikimedia.org/wiki/File:Town_House_and_Congregational_Church,_Southborough_MA.jpg",https://www.nsboro.k12.ma.us/woodward,https://es.m.wikipedia.org/wiki/Archivo:Center_of_Southborough_Massachusetts.jpg,https://www.flickr.com/photos/mysouthborough/2939432327
2738,MARION,2,2,72,1130,1255,1535,1935,2083,2397,2765,"Marion is a town in Plymouth County, Massachusetts. Interstate 195 passes through the town, and has an exit at Massachusetts Route 105. Route 105's southern terminus is at its intersection with U.S. Route 6, which also passes through the town.The nearest regional bus and air service can be reached in New Bedford. There are no railroad services in town; the nearest rail service can be reached in Middleborough, at the terminus to the Middleborough-Lakeville line of the MBTA's commuter rail service. Marion is a member of the 2,700-student Old Rochester Regional School District. The town, along with Mattapoisett and Rochester, operate as a single school system with each town having its own school subcommittee. Marion operates the Sippican School for students from pre-kindergarten to grade 6. Seventh- and eighth-grade students attend Old Rochester Regional Junior High School, and high school students attend Old Rochester Regional High School. Marion students may also choose to attend Upper Cape Cod Regional Technical School, a technical high school located in Bourne on the Cape side of the canal.",https://www.marionma.gov/,"Marion is a town in Plymouth County, Massachusetts. Interstate 195 passes through the town, and has an exit at Massachusetts Route 105. Route 105's southern terminus is at its intersection with U.S. Route 6, which also passes through the town.The nearest regional bus and air service can be reached in New Bedford. There are no railroad services in town; the nearest rail service can be reached in Middleborough, at the terminus to the Middleborough-Lakeville line of the MBTA's commuter rail service. Marion is a member of the 2,700-student Old Rochester Regional School District. The town, along with Mattapoisett and Rochester, operate as a single school system with each town having its own school subcommittee. Marion operates the Sippican School for students from pre-kindergarten to grade 6. Seventh- and eighth-grade students attend Old Rochester Regional Junior High School, and high school students attend Old Rochester Regional High School. Marion students may also choose to attend Upper Cape Cod Regional Technical School, a technical high school located in Bourne on the Cape side of the canal.","https://en.wikipedia.org/wiki/Marion,_Massachusetts","https://commons.wikimedia.org/wiki/File:Front_Street,_Marion_MA.jpg",https://sippican.theweektoday.com/article/sippican-school-personalizes-passes-strategic-plan/37559#&gid=1&pid=1,https://frr.wikipedia.org/wiki/Datei:Marion_MA_Town_Hall_1.jpg,https://commons.wikimedia.org/wiki/File:Marion_MA_Harbor.jpg
2739,MATTAPOISETT,3,1,94,837,897,1168,1478,1719,1979,2284,"Mattapoisett is a town in Plymouth County, Massachusetts, United States. Interstate 195 runs through the town, Regional bus service can be reached in New Bedford. The nearest rail service is either in Providence or at the terminus of the Middleborough-Lakeville line of the MBTA's commuter rail service to Boston. Mattapoisett is a member of the 2,700-student Old Rochester Regional School District. The town, along with Marion and Rochester, operate a single school system with each town having its own school subcommittee. Mattapoisett operates the Center School for prekindergarten through third grade students, and the Old Hammondtown School for grades 4-6. Seventh- and eighth-grade students attend Old Rochester Regional Junior High School, and high school students attend Old Rochester Regional High School. Both regional schools are located on Route 6 in Mattapoisett, near the Marion town line. In addition to public schools, high school students may also choose to attend Old Colony Regional Vocational Technical High School, located in Rochester.",https://www.mattapoisett.net/,"Mattapoisett is a town in Plymouth County, Massachusetts, United States. Interstate 195 runs through the town, Regional bus service can be reached in New Bedford. The nearest rail service is either in Providence or at the terminus of the Middleborough-Lakeville line of the MBTA's commuter rail service to Boston. Mattapoisett is a member of the 2,700-student Old Rochester Regional School District. The town, along with Marion and Rochester, operate a single school system with each town having its own school subcommittee. Mattapoisett operates the Center School for prekindergarten through third grade students, and the Old Hammondtown School for grades 4-6. Seventh- and eighth-grade students attend Old Rochester Regional Junior High School, and high school students attend Old Rochester Regional High School. Both regional schools are located on Route 6 in Mattapoisett, near the Marion town line. In addition to public schools, high school students may also choose to attend Old Colony Regional Vocational Technical High School, located in Rochester.","https://en.wikipedia.org/wiki/Mattapoisett,_Massachusetts",https://commons.wikimedia.org/wiki/File:Mattapoisett_Free_Public_Library.JPG,"https://commons.wikimedia.org/wiki/File:Center_School,_Mattapoisett_MA.jpg",https://commons.wikimedia.org/wiki/File:Mattapoisett_MA_Town_Hall.jpg,"https://commons.wikimedia.org/wiki/File:Mattapoisett_Harbor,_Mattapoisett_MA.jpg"
1756,MENDON,2,2,78,1017,1127,1378,1738,2089,2404,2773,"Mendon is a town in Worcester County, Massachusetts. In 1986 Congress created the Blackstone River Valley National Heritage Corridor, a national park. Mendon falls within this corridor. In modern times, Mendon serves primarily as a bedroom community but has seen some significant commercial development along Route 16 in recent years. Southwick's Zoo in Mendon is currently Massachusetts's largest zoo. The Mendon Twin Drive-In, one of only three drive-in theaters in Massachusetts, is located in Mendon.",http://www.mendonma.gov/,"Mendon is a town in Worcester County, Massachusetts. In 1986 Congress created the Blackstone River Valley National Heritage Corridor, a national park. Mendon falls within this corridor. In modern times, Mendon serves primarily as a bedroom community but has seen some significant commercial development along Route 16 in recent years. Southwick's Zoo in Mendon is currently Massachusetts's largest zoo. The Mendon Twin Drive-In, one of only three drive-in theaters in Massachusetts, is located in Mendon.","https://en.wikipedia.org/wiki/Mendon,_Massachusetts","https://commons.wikimedia.org/wiki/File:Taft_Public_Library_and_Mendon_Town_Hall,_MA.jpg",https://www.mursd.org/domain/27,"https://commons.wikimedia.org/wiki/File:First_Parish,_Mendon_MA.jpg","https://commons.wikimedia.org/wiki/File:Mendon_Twin_Drive_In,_Mendon_MA.jpg"
1983,TOPSFIELD,1,1,81,1197,1317,1598,2008,2149,2473,2852,"Nestled in the heart of the North Shore, Topsfield is a small rural town with a strong sense of community. Topsfield is located approximately 10 miles (16 km) north of Salem and 22 miles (35 km) north of Boston. The town lies west of the Newburyport/Rockport Line of the MBTA Commuter Rail.It's the home of America's Oldest Agricultural Fair, The Topsfield Fair and features pristine rivers and rolling hills. Popular locations for hiking and outdoor activities are the Ipswich River Wildlife Sanctuary under the auspicies of the Massachusetts Audubon Society, Bradley Palmer State Park and Willowdale State Forest. Other places of interest include the historic Parson Capen House and Gould Barn. Topsfield has two public elementary schools: Steward School located on Perkins Row, serving preschool through third grade; and Proctor Elementary School located in downtown Topsfield, serving fourth through sixth grade.",https://www.topsfield-ma.gov/about-topsfield,"Nestled in the heart of the North Shore, Topsfield is a small rural town with a strong sense of community. Topsfield is located approximately 10 miles (16 km) north of Salem and 22 miles (35 km) north of Boston. The town lies west of the Newburyport/Rockport Line of the MBTA Commuter Rail.It's the home of America's Oldest Agricultural Fair, The Topsfield Fair and features pristine rivers and rolling hills. Popular locations for hiking and outdoor activities are the Ipswich River Wildlife Sanctuary under the auspicies of the Massachusetts Audubon Society, Bradley Palmer State Park and Willowdale State Forest. Other places of interest include the historic Parson Capen House and Gould Barn. Topsfield has two public elementary schools: Steward School located on Perkins Row, serving preschool through third grade; and Proctor Elementary School located in downtown Topsfield, serving fourth through sixth grade.","https://en.wikipedia.org/wiki/Topsfield,_Massachusetts","https://commons.wikimedia.org/wiki/File:Coolidge_Estate,_Topsfield_MA.jpg","https://commons.wikimedia.org/wiki/File:Proctor_School,_Topsfield_MA.jpg","https://commons.wikimedia.org/wiki/File:Topsfield_Fair,_2013,_Topsfield_MA.jpg","https://commons.wikimedia.org/wiki/File:Topsfield_Fair,_2013,_Topsfield_MA.jpg"
2056,NORFOLK,1,1,91,1387,1527,1858,2338,2499,2876,3315,"Norfolk is a rural suburban town on the periphery of metropolitan Boston, located on an upper valley of the Charles River. The Norfolk MBTA commuter rail station is in Zone 5 and is located in the center of town at 9 Rockwood Road. As of 2012, there are three public schools located within the town. They are the H. Olive Day Elementary School (Pre-K-2), the Freeman-Kennedy Elementary School (3-6), and King Philip Regional Middle School (7-8). Students go on to attend King Philip Regional High School in Wrentham or, specialty high schools such as Tri-County Regional Vocational Technical High School in Franklin and Norfolk County Agricultural High School in Walpole.",https://norfolk.ma.us/,"Norfolk is a rural suburban town on the periphery of metropolitan Boston, located on an upper valley of the Charles River. The Norfolk MBTA commuter rail station is in Zone 5 and is located in the center of town at 9 Rockwood Road. As of 2012, there are three public schools located within the town. They are the H. Olive Day Elementary School (Pre-K-2), the Freeman-Kennedy Elementary School (3-6), and King Philip Regional Middle School (7-8). Students go on to attend King Philip Regional High School in Wrentham or, specialty high schools such as Tri-County Regional Vocational Technical High School in Franklin and Norfolk County Agricultural High School in Walpole.","https://en.wikipedia.org/wiki/Norfolk,_Massachusetts","https://commons.wikimedia.org/wiki/File:Warelands,_Norfolk_MA.jpg",https://www.kingphilip.org/,"https://commons.wikimedia.org/wiki/File:Federated_Church_of_Norfolk,_MA.jpg","https://commons.wikimedia.org/wiki/File:Norfolk_MBTA_Station,_MA.jpg"
2367,PLYMPTON,1,2,69,1017,1127,1378,1738,1989,2289,2641,"Plympton is a town in Plymouth County, Massachusetts. Plympton is approximately 35 mi (56 km) south of Boston and east of Providence, Rhode Island. Plympton is mostly rural, with much of the land covered by forests. Just south of Silver Lake, the Kingston/Plymouth Line of the MBTA's Commuter Rail service to Boston passes through the town, with the nearest stop being in Halifax. lympton is a member of the Silver Lake Regional School District, which also includes the towns of Kingston and Halifax. Each town is responsible for its own elementary school, with a middle and high school shared between all three towns. Plympton operates the Dennett Elementary School for students from kindergarten through sixth grade. Both the Silver Lake Regional Middle School and the Silver Lake Regional High School are located in neighboring Kingston.","https://en.wikipedia.org/wiki/Plympton,_Massachusetts","Plympton is a town in Plymouth County, Massachusetts. Plympton is approximately 35 mi (56 km) south of Boston and east of Providence, Rhode Island. Plympton is mostly rural, with much of the land covered by forests. Just south of Silver Lake, the Kingston/Plymouth Line of the MBTA's Commuter Rail service to Boston passes through the town, with the nearest stop being in Halifax. lympton is a member of the Silver Lake Regional School District, which also includes the towns of Kingston and Halifax. Each town is responsible for its own elementary school, with a middle and high school shared between all three towns. Plympton operates the Dennett Elementary School for students from kindergarten through sixth grade. Both the Silver Lake Regional Middle School and the Silver Lake Regional High School are located in neighboring Kingston.","https://en.wikipedia.org/wiki/Plympton,_Massachusetts","https://commons.wikimedia.org/wiki/File:The_Country_Store,_Plympton_MA.jpg",,https://commons.wikimedia.org/wiki/File:Plympton_MA_Town_Hall.jpg,"https://commons.wikimedia.org/wiki/File:Plympton_Green,_MA.jpg"
2770,ROCHESTER,3,1,80,1157,1257,1638,2068,2399,2761,3183,"Rochester is a town in Plymouth County, Massachusetts. The nearest inter-city (Amtrak) passenger rail station is in Providence; however, the terminus of the Middleborough-Lakeville line of the MBTA's commuter rail is nearby, providing direct service to Boston. Rochester is a member of the 2,700-student Old Rochester Regional School District. The town, along with Marion and Mattapoisett, operate as a single school system with each town having its own school subcommittee. The town operates Rochester Memorial School for kindergarten through sixth-grade students. Seventh- and eighth-grade students attend Old Rochester Regional Junior High School, and high school students attend Old Rochester Regional High School. In addition to public schools, high school students may also choose to attend Old Colony Regional Vocational Technical High School, located in North Rochester.",https://www.townofrochestermass.com/,"Rochester is a town in Plymouth County, Massachusetts. The nearest inter-city (Amtrak) passenger rail station is in Providence; however, the terminus of the Middleborough-Lakeville line of the MBTA's commuter rail is nearby, providing direct service to Boston. Rochester is a member of the 2,700-student Old Rochester Regional School District. The town, along with Marion and Mattapoisett, operate as a single school system with each town having its own school subcommittee. The town operates Rochester Memorial School for kindergarten through sixth-grade students. Seventh- and eighth-grade students attend Old Rochester Regional Junior High School, and high school students attend Old Rochester Regional High School. In addition to public schools, high school students may also choose to attend Old Colony Regional Vocational Technical High School, located in North Rochester.","https://en.wikipedia.org/wiki/Rochester,_Massachusetts#Transportation","https://commons.wikimedia.org/wiki/File:Plumb_Corner_Market,_Rochester_MA.jpg",https://en.wikipedia.org/wiki/Old_Rochester_Regional_High_School#/media/File:Orrhs.jpg,"https://commons.wikimedia.org/wiki/File:Leonard%27s_Pond,_Rochester_MA.jpg",
1770,SHERBORN,2,1,94,1237,1357,1648,2078,2219,2554,2945,"Sherborn is a town in Middlesex County, Massachusetts, United States. It is in area code 508 and has the ZIP code 01770. The MBTA Commuter Rail's Framingham/Worcester Line train stops at Southborough Station, which opened to commuters on June 22, 2002. The station is located in the Cordaville neighborhood, on Route 85 near the border with Hopkinton. As of October 2007, ten daily round-trip trains provide service to Boston via the Back Bay and South Station terminals. [1] Sherborn shares its highly ranked public school system with the town of Dover. In addition to Dover, Sherborn is bordered by the towns of Natick, Framingham, Ashland, Millis, Holliston, and Medfield. Sherborn is a small, semi-rural town (pop. 4,500) located about 18 miles west of Boston. Primarily a farming community until the early part of this century, it now is a bedroom town for Boston and the surrounding hi-tech area.",https://www.sherbornma.org/,"Sherborn is a town in Middlesex County, Massachusetts, United States. It is in area code 508 and has the ZIP code 01770. The MBTA Commuter Rail's Framingham/Worcester Line train stops at Southborough Station, which opened to commuters on June 22, 2002. The station is located in the Cordaville neighborhood, on Route 85 near the border with Hopkinton. As of October 2007, ten daily round-trip trains provide service to Boston via the Back Bay and South Station terminals. [1] Sherborn shares its highly ranked public school system with the town of Dover. In addition to Dover, Sherborn is bordered by the towns of Natick, Framingham, Ashland, Millis, Holliston, and Medfield. Sherborn is a small, semi-rural town (pop. 4,500) located about 18 miles west of Boston. Primarily a farming community until the early part of this century, it now is a bedroom town for Boston and the surrounding hi-tech area.","https://en.wikipedia.org/wiki/Sherborn,_Massachusetts","https://en.wikipedia.org/wiki/Sherborn,_Massachusetts#/media/File:Sherborn_Center.jpg",https://www.doversherborn.org/page.cfm?p=1160,"https://commons.wikimedia.org/wiki/File:Sawin-Bullen-Bullard_House,_Sherborn_MA.jpg",https://www.flickr.com/photos/masstravel/14476873779
1775,STOW,2,1,81,1677,1847,2248,2828,3029,3485,4016,"Stow is a town in Middlesex County, Massachusetts, United States. The town is located 21 miles west of Boston, in the MetroWest region of Massachusetts. The population was 6,590 at the 2010 census. Stow was officially incorporated in 1683 with an area of approximately 40 square miles. Stow is a member of the Nashoba Regional School District, also serving the towns of Lancaster and Bolton. Stow is home to The Center School (PK-5), Hale Middle School (6-8), and Nashoba Regional High School (9-12).",https://www.stow-ma.gov/,"Stow is a town in Middlesex County, Massachusetts, United States. The town is located 21 miles west of Boston, in the MetroWest region of Massachusetts. The population was 6,590 at the 2010 census. Stow was officially incorporated in 1683 with an area of approximately 40 square miles. Stow is a member of the Nashoba Regional School District, also serving the towns of Lancaster and Bolton. Stow is home to The Center School (PK-5), Hale Middle School (6-8), and Nashoba Regional High School (9-12).","https://en.wikipedia.org/wiki/Stow,_Massachusetts",https://commons.wikimedia.org/wiki/File:Stow_MA_town_center.jpg,"https://commons.wikimedia.org/wiki/File:The_Center_School,_Stow_MA.jpg",https://commons.wikimedia.org/wiki/File:Stow_MA_Town_Hall.jpg,"https://commons.wikimedia.org/wiki/File:Randall_Library,_Stow_MA.jpg"
2061,NORWELL,1,1,81,1257,1377,1678,2108,2259,2600,2998,"The Town of Norwell is a community of 11,000 located in Plymouth County, approximately twenty miles south of Boston along the picturesque North River. The nearest rail service is the Greenbush line of the MBTA's commuter rail in neighboring Scituate, just one mile from the Norwell town line. There are a number of recreational areas throughout the Town offering a variety of outdoor activities. These include; Valley Swamp and Stetson Meadows Conservation Land, the Albert F. Norris Reservation, Black Pond Natural Preserve, the North River Salt Marsh, Cuffey Hill Reservation, Miller Woods and the Donovan Property. Norwell has a school department for its approximately 2,300 students. There are two elementary schools for students from pre-kindergarten through fifth grade — the Grace F. Cole Elementary School in the western part of town and the William G. Vinal Elementary School in the east.",https://www.townofnorwell.net/about-norwell,"The Town of Norwell is a community of 11,000 located in Plymouth County, approximately twenty miles south of Boston along the picturesque North River. The nearest rail service is the Greenbush line of the MBTA's commuter rail in neighboring Scituate, just one mile from the Norwell town line. There are a number of recreational areas throughout the Town offering a variety of outdoor activities. These include; Valley Swamp and Stetson Meadows Conservation Land, the Albert F. Norris Reservation, Black Pond Natural Preserve, the North River Salt Marsh, Cuffey Hill Reservation, Miller Woods and the Donovan Property. Norwell has a school department for its approximately 2,300 students. There are two elementary schools for students from pre-kindergarten through fifth grade — the Grace F. Cole Elementary School in the western part of town and the William G. Vinal Elementary School in the east.","https://en.wikipedia.org/wiki/Norwell,_Massachusetts","https://commons.wikimedia.org/wiki/File:John_Bickford_House,_North_Reading_MA.jpg",http://www.norwellsocial.com/wp-content/uploads/2015/05/IMG_4485.jpg,https://en.wikipedia.org/wiki/File:Whitman_Town_Hall.JPG,"https://commons.wikimedia.org/wiki/File:Jacobs_Pond,_Norwell_MA.jpg"
1921,BOXFORD,1,1,92,1017,1127,1378,1738,1869,2151,2482,"Boxford is a rural, geographically large town with almost no commercial development and an estimated population of 8,600. Heavily forested with many scenic hiking trails, Boxford is also home to numerous lakes, ponds, streams, wildlife, flora and fauna and has received the prestigious Tree City USA award for 12 consecutive years.  There are two elementary schools in town, Harry Lee Cole School (grades K-2) and Spofford Pond School (grades3-6). Middle and High School students attend Masconomet Regional School. Boxford is a bucolic suburb with easy access to major highways.",https://www.town.boxford.ma.us/about-boxford,,"https://en.wikipedia.org/wiki/Boxford,_Massachusetts","https://commons.wikimedia.org/wiki/File:Boxford_Community_Store,_Boxford_MA.jpg","https://commons.wikimedia.org/wiki/File:Boxford_Community_Store_and_US_Post_Office,_Boxford_MA.jpg","https://commons.wikimedia.org/wiki/File:Proctor_School,_Topsfield_MA.jpg","https://commons.wikimedia.org/wiki/File:Second_Congregational_Church,_West_Boxford_MA.jpg"
